id,title,type,episodes,status,score,rank,popularity,favorites,genres,image,genres_list,synopsis_clean
1240,Gakuentoshi Varanoir Joukan,OVA,2,Finished Airing,4.68,14126.0,12798,1,Action,https://cdn.myanimelist.net/images/anime/1577/129371l.jpg,['Action'],"Based on a Playstation 2 game by the same title, Varanoir's story takes place in a Magic University called.. well Varanoir. Students in this university are trained here for war preparation against the devil master. The main characters of the story is Myu, a granddaughter of Jii. Jii was a great swordsman in the past and he taught various sword fighting skills to Myu, although he's working as a chimney cleaner right now in Varanoir. Myu then decides to go to Varanoir for training to become a fighter. In Varanoir, Myu meets Ryuto, a talented student. However, Ryuto always sees Myu as her rival. (Source: AnimeNfo)"
1241,Neko Ramen,ONA,13,Finished Airing,6.16,9364.0,9790,16,"Comedy, Gourmet",https://cdn.myanimelist.net/images/anime/8/17126l.jpg,"['Comedy', 'Gourmet']","Taishou is the entrepreneurial ramen chef of Neko Rahmen, the only restaurant in Tokyo run by a cat. All 13 episodes are produced by a different cutting-edge creator—each creator's vision and unique style harmonizes into a fantastic anime series. (Source: Vuze)"
1242,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,Special,1,Finished Airing,6.73,5886.0,13593,4,Comedy,https://cdn.myanimelist.net/images/anime/1343/122175l.jpg,['Comedy'],"Jump Special Anime Festival piece, based on the popular Shounen Jump manga by AKIMOTO Osamu, that began serialisation in 1976. Produced by Tatsunoko Pro, and later shown on TV Tokyo due to popular demand."
1243,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen!!,Movie,1,Finished Airing,6.7,6061.0,13062,0,"Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/12/5943l.jpg,"['Action', 'Comedy', 'Mystery']",More movie mayhem for Ryoutsu.
1244,Allison to Lillia,TV,26,Finished Airing,7.32,2804.0,3727,180,"Action, Adventure",https://cdn.myanimelist.net/images/anime/9/50491l.jpg,"['Action', 'Adventure']","Set in a continent divided into two commonwealths that have been engaged in war for hundreds of years, Allison and Will go on a mission to search ""the treasure that will put an end to the war"". Their hope is inherited to their daughter Lillia, who strives to thaw the torn nations into a united country. This anime encourages young generations to believe in a world without hatred or war regardless of nationalities and beliefs. (Source: Anime Network)"
1245,Ganbarist! Shun,TV,30,Finished Airing,7.16,3722.0,9750,13,"Comedy, Sports",https://cdn.myanimelist.net/images/anime/1867/132229l.jpg,"['Comedy', 'Sports']","First-year high school student Fujimaki Shun has a dream of becoming an olympic gold medalist as a gymnast. Having no previous training, Shun trusts his passion, boldly joins the gymnastics club, and sets out to pursue his goal. Along the way, he meets his share of entertaining and supportive upper classmen, develops a romantic interest in his classmate, and learns about the happiness involved in devoting yourself to a sport."
1246,Yadosagashi,Special,1,Finished Airing,6.53,7114.0,10364,0,"Adventure, Fantasy, Slice of Life",https://cdn.myanimelist.net/images/anime/1161/106725l.jpg,"['Adventure', 'Fantasy', 'Slice of Life']","A nameless heroine packs up her belongings into a large satchel and heads out of the city. Walking on foot across the countryside, she encounters a strange collection of creepy crawlies and ghostly spirits."
1247,Macross F,TV,25,Finished Airing,7.88,920.0,1689,1921,"Award Winning, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/9/15648l.jpg,"['Award Winning', 'Romance', 'Sci-Fi']","Following a catastrophic war against a race of giants known as the Zentradi, humanity has escaped towards the center of the galaxy aboard a fleet of colonial vessels called the Macross Frontier. As the extraterrestrial threat is left further and further behind, life on Macross Frontier proceeds as usual. In the year 2059, a young mecha pilot trainee named Alto Saotome and his colleagues are preparing to perform an accompanying routine for the famous singer Sheryl Nome, who has come to Macross Frontier for a concert. During the performance, a biomechanical alien species known as the Vajra make a sudden appearance, breaking through the defensive perimeter surrounding the vessel and crash-landing near the concert venue, plunging the entire city into chaos. As the concertgoers evacuate, a young girl named Ranka Lee is left behind and gets targeted by the Vajra, but she is saved at the last minute by Alto. Following these events, the Strategic Military Services program notes Alto's skill in battle, resulting in his recruitment to combat the new alien threat. [Written by MAL Rewrite]"
1248,Switch,OVA,2,Finished Airing,6.83,5347.0,4691,68,"Action, Mystery",https://cdn.myanimelist.net/images/anime/3/26316l.jpg,"['Action', 'Mystery']","Two new members of Japan's Narcotics Control Department are tasked with dismantling the criminal network that supplies the deadly drug called Funny Angel (FA). While Haru Kurabayashi infiltrates the mafia branch that commercializes this drug, his partner Kai Etou starts working in a suspicious greenhouse that may harbor the FA production. As both agents grow closer to their objective, they are confronted with difficult choices that threaten to jeopardize the cover of each other. [Written by MAL Rewrite]"
1249,Sugai-kun to Kazoku Ishi The Movie,Movie,1,Finished Airing,6.461607080874696,15436.0,19171,1,Comedy,https://cdn.myanimelist.net/images/anime/10/6014l.jpg,['Comedy'],"The Japanese animation production company Animax announced that Kaeruotoko-Shokai's second theatrical Flash-animated film, Sguy and The Family Stone the Movie, will open in a limited engagement in Japan on February 16."
1250,Kyouran Kazoku Nikki,TV,26,Finished Airing,7.24,3238.0,4547,110,"Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/6/7601l.jpg,"['Comedy', 'Sci-Fi']","Midarezaki Ouka is used to having strange things happen to him -after all, he is the head of the Great Japanese Empire Paranormal Phenomena Bureau of Measures. But when he catches a small cat girl in the shopping district stealing apples, his whole life rearranges to fit a new operation... OPERATION COZY FAMILY. Thousands of years ago, Enka the God of Destruction, was killed. However, with a dying breath it claimed that its child would appear and destroy humanity. Now in futuristic Japan, all of the potential children of Enka have been found and placed into a haphazard family. Teika the lion, Gekka the jellyfish, Yuuka the oni, Ginka the cross-dressing mafia son, and Hyouka the bioweapon--along with their parents Ouka and Kyouka (the ruler of a demon underworld)--all live under one roof in a family frenzy."
1251,Utawarerumono OVA,OVA,3,Finished Airing,7.17,3683.0,5108,13,"Action, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/2/46847l.jpg,"['Action', 'Comedy', 'Fantasy']",A three part OVA of Utawarerumono. The animation work will be done by the same staff that did the opening of the game the show was based on. The story will cover parts that weren't shown in the anime series. (Source: Moon Phase)
1252,Tears to Tiara,TV,26,Finished Airing,7.13,3872.0,2638,182,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/6/18547l.jpg,"['Action', 'Adventure', 'Fantasy']","As the Holy Empire rises to power, the neighboring lands begin to gradually fall under its control. The Empire's conquest eventually reaches the small island of Erin, home to the Gael tribe. There, a priestess named Riannon is kidnapped to be offered as a living sacrifice to the demon king Arawn, a malevolent being rumored to have caused untold destruction in the past. Riannon's brother, First Warrior Arthur, rescues her, when Arawn suddenly materializes before them as a handsome grey-haired man. Hiding his true identity and remaining enigmatic, Arawn pledges his power and leadership to the tribe's cause and joins Arthur, Riannon, and their merry band of friends—including a talented swordsman, an agile hunter, and a group of ecstatic pixies—as they fight back against the Empire, while uncovering the dark secrets of the land along the way. [Written by MAL Rewrite]"
1253,Fantasia,OVA,1,Finished Airing,5.31,13186.0,10283,1,"Comedy, Drama, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/1789/152082l.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']","Akihiro is a teenaged boy with fantasies. He's about to have date with his girlfriend Miyuki when he finds a strange carpet on his way home. Home, a pretty and over-energetic girl named Malon appears from the carpet. She tells Akihiro about the world of Phantasia and wants to live with Akihiro. But even if Akihiro loves pretty girls, he becomes angry with Malon's magical powers and drives her away. The maniac wizard, Roll, who wants to kill Malon, doesn't help at all."
1254,Sengoku Kitan Youtouden,OVA,3,Finished Airing,5.98,10361.0,10604,7,Action,https://cdn.myanimelist.net/images/anime/10/57127l.jpg,['Action'],"In the year 1580, a man named Lord Nobunaga Oda sends hoards of unholy armies across Japan, slaying all who stand in their way. A young ninja escapes her villages' destruction with a short sword, one of the three mystical weapons that can end Oda's rule. During her quest, she is joined by two other ninjas who wield the other two weapons of legend, the sacred sword and spear."
1255,Ginga Tetsudou 999: Eternal Fantasy,Movie,1,Finished Airing,6.54,7060.0,8882,5,"Action, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/11/6083l.jpg,"['Action', 'Drama', 'Sci-Fi']","Based on the story by manga master Leiji Matsumoto (The Cockpit, Queen Emeraldas), the 55 minute featurette picks up one year after the events of Galaxy Express 999 in which a young boy named Tetsuro and his motherly companion Maetel worked to rid the universe on the Mechanized Empire who had taken over Earth. (Source: AniDB)"
1256,Kikou Kantai Dairugger XV,TV,52,Finished Airing,6.43,7744.0,10647,14,"Adventure, Sci-Fi",https://cdn.myanimelist.net/images/anime/1375/134587l.jpg,"['Adventure', 'Sci-Fi']","In the original storyline as aired in Japan, Dairugger XV was simply an exploration robot, as well as an intended peace-keeping force. The Earth is in a time of prosperity. The president of the Terran League (the ""Galaxy Alliance"" in Voltron) launches a mission to explore beyond the galaxy. After commencing its mission of exploration, the starship Rugger-Guard is attacked by a ship of the Galbeston Empire. Dairugger, the super robot, is deployed in order to defend the Earth. It is somewhat by fate that they must help the people of Galbeston find a new planet before it explodes, and liberate it from its despotic Emperor. In the Japanese version, it does not have anything to do with King of the Beasts GoLion, as opposed to the U.S. version, Voltron: Defender of the Universe. There are three assault team units: Land, Air, and Sea. There are a total of 15 parts referred to as ""Rugger,"" which can combine together to form the super-robot Dairugger. The design of the 15 separate Rugger units came from the sport of rugby, since 15 players are required to form a rugby union. The U.S. version would rename the ""Galbeston Empire"" to ""Drule Empire,"" along with editing a fair amount of violence and sexual content to keep the show safe for general audience broadcast. (Source: Wikipedia)"
1257,Yakushiji Ryouko no Kaiki Jikenbo,TV,13,Finished Airing,7.03,4407.0,5277,44,"Mystery, Supernatural",https://cdn.myanimelist.net/images/anime/9/75426l.jpg,"['Mystery', 'Supernatural']","Based on a series of light novels written by Tanaka Yoshiki and illustrated by Kakinouchi Narumi. The story revolves around Ryouko Yakushiji, a 27-year-old multilingual investigator that graduated from Tokyo University's elite Department of Law, and the bizarre cases she faces while working for the Tokyo Metropolitan Police. Yakushiji not only has to deal with supernatural beings in her line of work, but also her rival Yukiko Muromachi, another equally talented and beautiful police investigator. (Source: AniDB)"
1258,Neo Angelique Abyss,TV,13,Finished Airing,6.77,5703.0,3987,123,"Comedy, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/3/20960l.jpg,"['Comedy', 'Fantasy', 'Romance']","While the young Angelique lives out her days peacefully in her school, attacks from the monstrous Thanatos has been increasing everywhere else. Two Purifiers show up one day, men with the power to exterminate the Thanatos. One of them, Nyx, attempts to convince Angelique to join them in their work, as she has the power to be the only female Purifier. As Angelique hesitates, a Thanatos shows up in their school. Nyx and the other Purifier, Rayne, fight a losing battle. With her classmates falling prey to the Thanatos, and the Purifiers beaten to submission, Angelique's desire to save everyone awakens. She became the only female Purifier in their land of Arcadia, the one known as the ""Queen's Egg""."
1259,Moyashimon: Kin Gekijou Deluxe,Special,4,Finished Airing,6.73,5892.0,8442,2,Comedy,https://cdn.myanimelist.net/images/anime/5/25163l.jpg,['Comedy'],"Five-minute shorts expanding on the ""Microbe Theatre"" segments of Moyashimon released as bonus episodes on the limited-edition packages of Moyashimon's DVD release."
1260,Nanako SOS,TV,39,Finished Airing,6.29,8634.0,10852,5,"Comedy, Romance",https://cdn.myanimelist.net/images/anime/2/6635l.jpg,"['Comedy', 'Romance']","Nanako is a young girl who unexpectedly acquires supernatural powers and at the same time loses her past memory. By accident, a scientific genius called Marlow, is present when she acquires her powers. Marlow is an industrious high school boy with extraordinary ambitions. He talks to Nanako into joining his detective agency by promising to help her regain her memory. Nanako innocently believes him, but Marlow's real intent is to use her powers to benefit his agency and himself. The story unfolds as Nanako encounters a variety of dangerous missions and mysterious events, but her natural sunny disposition helps her through all the incidents as she solves each mystery one after the other. (Source: Wikipedia)"
1261,Seimei no Kagaku: Micro Patrol,OVA,26,Finished Airing,7.19,3529.0,10586,11,Adventure,https://cdn.myanimelist.net/images/anime/1814/152161l.jpg,['Adventure'],"The series ""Once Upon a Time... Life"" teaches about the human body and about the different systems in it with the same characters from the other ""Once Upon a Time"" seasons. ""The good Characters"" represent the body's defense mechanisms, whereas ""the bad Characters"" represent the viruses and bacteria that threaten to attack the human body. (Source: Wikipedia)"
1262,Battle Royal High School,OVA,1,Finished Airing,5.59,12319.0,6976,20,"Action, Horror, Supernatural",https://cdn.myanimelist.net/images/anime/1174/116428l.jpg,"['Action', 'Horror', 'Supernatural']","Riki Hyoudo dreams of becoming the strongest fighter in the world—and the first step in his journey is to take on the entirety of his high school's karate team. Donning his signature leopard mask, Riki defeats the members one by one before finishing off the imposing team captain, Baba. As he celebrates his victory, he is met with an unpleasant surprise: his fighting skill has caught the attention of Byoudo, Master of the Dark Realm. Now, Riki faces a slew of opponents from both Earth and the Dark Realm, throwing his life into chaos. With his life on the line, Riki is forced to turn to new-found powers that put his humanity in jeopardy. [Written by MAL Rewrite]"
1263,Shin Kidou Senki Gundam Wing: Operation Meteor,OVA,4,Finished Airing,7.35,2690.0,6595,16,"Adventure, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1114/118424l.jpg,"['Adventure', 'Drama', 'Sci-Fi']","Two video releases recapping events from the Gundam Wing TV series. Each Operation Meteor video contains an 'Odd' episode and an 'Even' episode. The 'Odd' episodes feature Heero, Trowa and Wufei, while the 'Even' episodes feature Duo and Quatre. The episodes also featured brief new footages of the characters after the final episode of the TV series. (Source: AniDB)"
1264,D.C.II S.S.: Da Capo II Second Season,TV,13,Finished Airing,7.16,3716.0,4439,53,"Comedy, Drama, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/9/75306l.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']","The story continues where it left off at season 1, but now we start to get to know the people we already know a little more in detail."
1265,Miracle Shoujo Limit-chan,TV,25,Finished Airing,5.76,11558.0,14276,0,"Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/2/17491l.jpg,"['Comedy', 'Sci-Fi']","As a result of a traffic accident, Limit-chan is reborn as a cyborg and is given three types of supernatural powers. However, there is a catch: if she uses too much of them, her life will come to an end."
1266,Kaiketsu Zorori,TV,52,Finished Airing,7.05,4285.0,9729,44,"Adventure, Comedy",https://cdn.myanimelist.net/images/anime/1330/131495l.jpg,"['Adventure', 'Comedy']","Adapted from the popular storybooks of the same name by Yutaka Hara, Kaiketsu Zorori follows the adventures of a scheming fox named Zorori, who is determined to become the King of Mischief with his very own castle and beautiful bride. Although Zorori is notorious for his pranks and tricks, his conniving plots often backfire and end up helping his targets, and despite appearing to be villainous and immoral, he is actually caring and sentimental. Nevertheless, Zorori has the wits, intelligence, and dexterity to always find a solution out of the most hopeless of situations. Travelling with a pair of twin boar bandits, Ishishi and Noshishi, he continues on his journey to make his deceased mother proud."
1267,Naisho no Tsubomi,OVA,3,Finished Airing,6.51,7261.0,7505,8,Romance,https://cdn.myanimelist.net/images/anime/3/19981l.jpg,['Romance'],"Tsubomi Tachibana is a fifth grader dealing with rather sensitive issues such as her mother's pregnancy, her first period and the strange feelings she has started to get when she has been around boys."
1268,Joker: Marginal City,OVA,1,Finished Airing,5.19,13480.0,11759,0,"Action, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/1399/99242l.jpg,"['Action', 'Romance', 'Sci-Fi']","OVA based on the Joker manga by artist Katsumi Michihara (道原かつみ) and writer Yuu Maki (麻城ゆう). Joker is a genetically engineered shape-and-gender-shifter, who created as part of a Special Police Task Force and fights crime of all kinds, but he/she also fits in a little romance around the edges. (Source: AniDB)"
1269,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Movie,1,Finished Airing,5.85,11061.0,13090,1,"Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/9/22612l.jpg,"['Adventure', 'Fantasy']",
1270,"Genesis Climber Mospeada: Love, Live, Alive",OVA,1,Finished Airing,6.08,9836.0,12149,0,,https://cdn.myanimelist.net/images/anime/10/6391l.jpg,[],"After the original run of the television series, an OAV music video titled Genesis Climber Mospeada: Love Live Alive was specially (mostly due to demands of hardcore Mospeada fans) released in Japan in September 1985. The music video consisted of both old and new footage. The story of Love Live Alive chronicled the events after the ending of the original Mospeada, featuring Yellow Belmont as the main character. The music video focused on Yellow's concert and also on his flashback of past events. (Source: Wikipedia)"
1271,Tottemo! Luckyman,TV,50,Finished Airing,7.41,2428.0,9794,38,"Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/1130/134623l.jpg,"['Comedy', 'Sci-Fi']",This gag comedy series focused on the adventures of a bizarre superhero powered by special cooking and fights against various aliens and other enemies threatening the planet Earth.
1272,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,Special,1,Finished Airing,7.4,2435.0,5705,10,Comedy,https://cdn.myanimelist.net/images/anime/1807/116533l.jpg,['Comedy'],"A special summary episode of the first season of Sayonara Zetsubou Sensei, focusing on seven of the girls: Komori Kiri, Matoi Tsunetsuki, Kobushi Abiru, Kimura Kaere, Kitsu Chiri, Sekiuchi ""Maria"" Tarou and Hitou Nami. Note: This entry also includes the 24 minute version which aired on BS11."
1273,Kabatotto,TV,300,Finished Airing,5.86,10999.0,15070,2,Comedy,https://cdn.myanimelist.net/images/anime/1391/146215l.jpg,['Comedy'],"Thomas is a cunning bird who sponges on Hyppo, the good-natured hippopotamus. Although Thomas is a dependent, living in Hyppo's big mouth, he always acts lordly and tries to outsmart his simpleminded host. However, their basic friendship and cooperation endures despite their frequent quarrels. The two play a prime role in this comic series, short yet full of originality. (Source: Tatsunoko website)"
1274,Dimension Loop,OVA,1,Finished Airing,5.59,12321.0,10558,4,Sci-Fi,https://cdn.myanimelist.net/images/anime/6/15302l.jpg,['Sci-Fi'],"The ""story"" of an apparitious extraterrestrial and a vertically mobile prepubescent."
1275,Tokimeki Memorial: Only Love Specials,Special,2,Finished Airing,6.62,6582.0,9051,4,Comedy,https://cdn.myanimelist.net/images/anime/1511/128538l.jpg,['Comedy'],"The final DVD volume contains two specials: Tokimeki no Yuuki Episode 18 (sometimes labeled 17.5), which was never broadcast on TV. It features the swim captain, Utsumi Koayu. Tokimeki no Sentaku Episode 25.5, a recap of all episodes but the last, which was initially displayed at the Konami booth for the Tokyo International Anime Fair in 2007."
1276,Hatsumei Boy Kanipan,TV,31,Finished Airing,6.62,6614.0,13175,2,"Adventure, Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/3/46389l.jpg,"['Adventure', 'Comedy', 'Sci-Fi']",The story revolves around Kanipan aiming to be the best inventor and his adventures while trying to accomplish this.
1277,Chou Hatsumei Boy Kanipan,TV,21,Finished Airing,6.63,6503.0,12957,2,"Adventure, Comedy, Romance",https://cdn.myanimelist.net/images/anime/1778/133523l.jpg,"['Adventure', 'Comedy', 'Romance']","Cho Hatsumei Boy Kanipan is a continued story from Hatsumei Boy Kanipan. Kanipan is now a teenager, and still a famous inventor. But one day, a mysterious ship fell from the sky and crashed at a beach. Inside was a female humanoid that has forgotten all about herself. It is up to Kanipan to revive the humanoid's memory, and he accidentally discover that his planet is in great danger as he strived."
1278,Watashi to Watashi: Futari no Lotte,TV,29,Finished Airing,7.02,4465.0,12170,5,Slice of Life,https://cdn.myanimelist.net/images/anime/10/17854l.jpg,['Slice of Life'],"Outspoken Luise and shy Lotte meet at summer camp and realize they are identical twins who were separated at birth by their divorced parents. The girls become friends and decide to switch places with each other so that they can each learn about the parent they never knew, and perhaps bring together their broken family."
1279,Spectral Force Chronicle Divergence,OVA,1,Finished Airing,4.21,14348.0,13574,0,Fantasy,https://cdn.myanimelist.net/images/anime/6/6473l.jpg,['Fantasy'],Anime based on JRPG series Spectral Force.
1280,Zenryoku Usagi,TV,52,Finished Airing,6.01,10239.0,13724,1,Comedy,https://cdn.myanimelist.net/images/anime/12/51631l.jpg,['Comedy'],"Zenryoku Usagi are hardworking construction builders — who happen to be rabbits — with a simple motto: ""Zenryoku+Dai-ichi"" (""Give everything you've got and be #1."") The animated shorts were aired in Japan within the Chibi Ani Gekijō (Tiny Anime Theater) program on Friday or Saturday mornings, depending on the station. Ikeda and Media Factory have created two books and numerous spinoff goods featuring the characters. (Source: Saikin Anime Jōhō)"
1281,Hakaba Kitarou,TV,11,Finished Airing,6.86,5204.0,6247,47,"Horror, Supernatural",https://cdn.myanimelist.net/images/anime/1692/113258l.jpg,"['Horror', 'Supernatural']","Kitarou is a youkai boy born in a cemetery, and aside from his mostly-decayed father, the last living member of the Ghost tribe. He is missing his left eye, but his hair usually covers the empty socket. He fights for peace between humans and youkai, which generally involves protecting the former from the wiles of the latter. This version of the Kitarou story is based on the original Hakaba Kitarou manga, the manga which inspired the popular Gegege no Kitarou series in the late '60s. (Source: Wikipedia)"
1282,Jigoku Shoujo Mitsuganae,TV,26,Finished Airing,7.6,1648.0,2215,284,"Horror, Mystery, Supernatural, Suspense",https://cdn.myanimelist.net/images/anime/11/86976l.jpg,"['Horror', 'Mystery', 'Supernatural', 'Suspense']","Following the events of Jigoku Shoujo Futakomori, Ai Enma, the Hell Girl, has disappeared. Her former companions decide to lead normal lives, until their absent mistress returns to them with a new companion, and in a way that none of them anticipated. Yuzuki Mikage is a normal schoolgirl who soon comes to understand the Hell Girl on an intimate level. During a dream-like trance in the bathtub, Ai kisses Yuzuki and possesses her. So when Yuzuki's friend decides to type in the name of their teacher in the Hell Correspondence website, Ai makes use of Yuzuki's body to accomplish her own task of ferrying the teacher's soul to hell. Yuzuki is disturbed by her new circumstances and wonders why she was chosen to continue Ai's work. Unfortunately for her, the Hell Girl and her assistants resume operation of Hell Correspondence, and she is dragged along for the ride towards hell itself. [Written by MAL Rewrite]"
1283,Taiko no Tatsujin,TV,26,Finished Airing,5.91,10783.0,13702,9,,https://cdn.myanimelist.net/images/anime/12/6534l.jpg,[],A series of four minute claymation shows. Each episode shows the different antics of the various Taiko no Tatsujin characters.
1284,Karasu Tengu Kabuto: Ougon no Me no Kemono,OVA,1,Finished Airing,5.67,11964.0,12250,1,"Action, Adventure, Drama",https://cdn.myanimelist.net/images/anime/1089/96966l.jpg,"['Action', 'Adventure', 'Drama']",Kabuto is a tengu who has to save a princess from fortress which is full of monster-mecha hybrids in an alternate reality of feudal Japan.
1285,Doraemon Movie 01: Nobita no Kyouryuu,Movie,1,Finished Airing,7.19,3558.0,6807,6,"Adventure, Comedy",https://cdn.myanimelist.net/images/anime/4/72405l.jpg,"['Adventure', 'Comedy']","Nobita finds a fossilized dinosaur egg by accident, and with the help of Doraemon's tools, they hatched the egg and began raising the dinosaur. Knowing that they can't keep the dinosaur forever, Nobita was forced to send it back to prehistoric times where a group of hunters from the future threatens to endanger the dinosaurs. Determined to save the dinosaurs from the claws of the hunters, Doraemon and the gang returns to the past and sets out in a prehistoric adventure."
1286,Usavich,TV,13,Finished Airing,6.85,5260.0,8073,25,"Adventure, Comedy",https://cdn.myanimelist.net/images/anime/4/15660l.jpg,"['Adventure', 'Comedy']","Collection of animated shorts from MTV Japan and produced by Studio Kanaban that follows the misadventures of Kirenenko and Putin, two rabbits stuck in a Russian prison."
1287,Usavich II,TV,13,Finished Airing,7.03,4407.0,9086,2,"Adventure, Comedy",https://cdn.myanimelist.net/images/anime/5/15661l.jpg,"['Adventure', 'Comedy']","The adventures of Putin and Kirenenko, two rabbits stuck in a Russian prison, continue as they make their escape and try to avoid the fearsome Soviet bunnies on their trail!"
1288,Murder,Movie,1,Finished Airing,5.14,13563.0,11606,2,"Award Winning, Mystery",https://cdn.myanimelist.net/images/anime/3/6634l.jpg,"['Award Winning', 'Mystery']",Short animated film by acclaimed multi-talented artist Makoto Wada.
1289,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,Movie,1,Finished Airing,7.52,1967.0,8262,15,"Award Winning, Drama, Romance",https://cdn.myanimelist.net/images/anime/11/22026l.jpg,"['Award Winning', 'Drama', 'Romance']","A full-scale historical drama set in the last days (the year 1574) of the Sengoku Era of feudal Japan. It is the story of the Nohara family, who has been transferred into the Sengoku Era by time warp, and a tragic love between a princess Ren Kasuga (a daughter of the feudal lord Kasuga at the Province of Musashi) and a samurai warrior Matabei Ijiri (a retainer of the Lord Kasuga). (Source: Manabu Tsuribe)"
1290,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,Movie,1,Finished Airing,7.14,3807.0,6824,10,"Action, Adventure, Comedy",https://cdn.myanimelist.net/images/anime/8/22020l.jpg,"['Action', 'Adventure', 'Comedy']","An action adventure film set in a imaginary southern island in the Indian Ocean. The evil secret society, ""White Snake"" abducted Shinnosuke and Prince Sunnokeshi of the Buri Buri Kingdom, who looks very much like Shinnosuke, in order to get the kingdom's hidden treasure in the golden palace underground. Shinnosuke's parents, Hiroshi and Misae fight with Lulu, the major of the palace guard of the kingdom, against White Snake, trying to recapture Shinnosuke and the prince. (Source: Manabu Tsuribe)"
1291,Nagagutsu wo Haita Neko: 80-nichikan Sekai Isshuu,Movie,1,Finished Airing,6.76,5723.0,11478,5,Adventure,https://cdn.myanimelist.net/images/anime/6/61463l.jpg,['Adventure'],"Brave cat Pero once had a bet with treacherous multimillionarie Grumon that he can travel around the world in 80 days. The stake is high, in case of success Grumon will give all of his fortune to Pero, but in case of failure Pero becomes slave of Grumon for the rest of his life. Pero departs together with his faithful friends behemoth Kato and brave Small Mouse. Grumon tries everything to prevent their arrival to the finish. (Source: AniDB)"
1292,Tongari Boushi no Memole,TV,50,Finished Airing,6.99,4595.0,10032,12,Fantasy,https://cdn.myanimelist.net/images/anime/6/36819l.jpg,['Fantasy'],"Memoru is one of 245 people who came to earth from the Riruru Star when their ship had an emergency crash-landing on earth. Memoru's people have such tiny bodies that they could stand on a human's palm. One day she hears lovely music, and she follows its source and comes upon a huge house she hasn't seen before to find a girl taller than her playing on the piano. Memoru visited her again secretly with her friends Popitu, Rupangu, and Pi, but the human girl, Marielle, seemed sick and likely to die any moment. Feeling sad for the girl, Memoru's tear drops on the girl's lips. The girl gets better and a strong friendship starts between them."
1293,Sekai Meisaku Douwa: Oyayubi Hime,Movie,1,Finished Airing,5.94,10601.0,13354,1,Fantasy,https://cdn.myanimelist.net/images/anime/1007/151515l.jpg,['Fantasy'],"This anime movie is an adaption from the famous fairytale for kids Thumbelina, that aired 1978 in Japan."
1294,Panda no Daibouken,Movie,1,Finished Airing,5.95,10516.0,14830,0,Adventure,https://cdn.myanimelist.net/images/anime/1169/112826l.jpg,['Adventure'],"Panda no Daibouken, a 1973 Toei Animation production aimed at children, follows the adventures of a young panda. Being born into royalty but having failed a rite of passage, the young Panda is exiled from his land. He goes on a journey of self discovery, meeting many friends along the way who help him discover his true potential. [Written by Ellert0]"
1295,School Days: Valentine Days,OVA,1,Finished Airing,5.78,11441.0,3224,39,"Comedy, Romance",https://cdn.myanimelist.net/images/anime/1691/121897l.jpg,"['Comedy', 'Romance']","Kotonoha Katsura and her sister, Kokoro, have invited Sekai Saionji, Makoto Itou, and their friends on a hot spring trip with one goal in mind: to take a breather from their busy school lives. After the outing, the girls begin to discuss the upcoming Valentine's Day and their plans for the important event. When the day finally arrives, Makoto—who expected not to receive any chocolate from anyone—abruptly finds himself surrounded by a group of girls who all want to give their chocolates to him. [Written by MAL Rewrite]"
1296,Grimm Douwa: Kin no Tori,Movie,1,Finished Airing,6.71,6036.0,11174,7,"Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1784/112828l.jpg,"['Adventure', 'Fantasy']","""Kin No Tori"" is an adaptation of the homonymous fairy tale ""The Golden Bird"" by Brothers Grimm. A golden apple is stolen from the King's garden. The King orders his three sons to guard the apples in turn and to find out who is the thief. When the youngest son, Hansu, presents a feather that he got from the golden bird that stole the apple the king sends his three sons to bring this bird to him and so Hansu journey begins. Completed in 1984, this film was shelved for three years before being theatrically released."
